Username,Followers,Score_tag,Tweet
PatJC83,143,NONE,"""RT @eekshecried: In which @AmandaMarcotte explains why the #GameOfThrones finale was good actually. https://t.co/oaKCjY8EQx"""
AngalaG,557,NONE,"""RT @pachumtorres: Mad Queen #Dracarys #GamefThrones https://t.co/23Ng8fBoN2"""
samrgreen,132,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
JackPosobiec,474815,N,"""RT @jackmurphylive: Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/uHpFzKS7kH"""
EditressClare,350,NONE,"""RT @paddypower: Game Of Thrones has finished. So it's only right we made a Fan Denial on the finale! https://t.co/vGn8Dsahg6"""
danilew88,735,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
wulffisthename,965,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
emsfen_,851,NONE,"""RT @prez_0121: Still pissed off with Game Of Thrones"""
McCoy_Vintage,20303,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
Laurajenkin_,13,NONE,"""@robynorms Me every Monday until it sinks in that Game of thrones has actually finished https://t.co/9kF1p7TJZj"""
t_wall44,353,NONE,"""@LouisPeitzman @NathanMutsch Now that Game of Thrones is over, what will people who did watch Game of Thrones tweet about?"""
_iFoIIow,238,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
kissriribetter,38,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
jeeennngarayyy,180,NONE,"""well said https://t.co/i6d6lQdmim"""
WooMan2025,4973,N,"""Running specials for mlb tv, Hulu live tv, and hbo for the low! One time payment for a year subscription dm for details! Rts appreciated"""
EseDeLosJuegos,350,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
andreaangelmary,484,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
blackmahn,519,NONE,"""RT @vornietom: Very fun Bran theory from my sister @AlexofComics #GamesOfThrones https://t.co/hOcv4vxpj7"""
BadBoyGrey___,2334,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
jackpt33,121,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
hashir,927,NONE,"""RT @sachp: no one: 

literally no one: 

ICRC: https://t.co/Oo7k6iJMYd"""
samegurvide,359,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
wdionizzio,768,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
morten_lode,2116,N,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
justsomeone379,15,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
addisontsmith,330,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
1ronize,580,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
hirstlaur,243,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
kareolha,75,NONE,"""RT @TomScibelli: So Jon Snow being Aegon Targaryen and the rightful heir to the Iron Throne just ends up totally not mattering?"""
SarahRD_,247,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
Jadou1707,218,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
LaraBrizuela_,1819,NONE,"""RT @ohmytargaryen: Game of Thrones cinematography was so aesthetically this season. It deserves all the recognition https://t.co/4A4cu3mKEd"""
MisterC_28,45,P,"""Say what you like about the last series but how good was Game of Thrones as a whole?!"""
Evangelineblue4,37,NONE,"""RT @lovelysophiet: JESSICA CHASTAIN IS THE PRESIDENT OF SANSA DEFENCE SQUAD. https://t.co/CmmLrSa5m6"""
hellorhcspam,3,NONE,"""I found this on #fixrewards https://t.co/3bLT2RFLUW"""
boobooalien,11,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
anthrophobicc,204,NONE,"""RT @TomScibelli: So Jon Snow being Aegon Targaryen and the rightful heir to the Iron Throne just ends up totally not mattering?"""
NiTEWVLKER,1129,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
SunsPeaceofMind,1260,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
thatlevity,721,NONE,"""@Mariahsearlobe Sansa being Queen in the north kinda redeems it for me but just do what I did mentally https://t.co/gLE6QYHgXa"""
dxniellepennant,365,NONE,"""RT @lemsjnr: no one should ever talk to me about game of thrones ever again i will call the police"""
renatorazzino,80,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
kyusbaby,666,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
HunterH35,470,NONE,"""dexter, family guy, prison break, curb your enthusiasm, the office"""
mckiser93,338,NONE,"""RT @RamLover69: Nobody:

Bran when he sees the Iron Throne wide open: https://t.co/oo02WHILw3"""
Athalia97,22,NONE,"""RT @miracleofsound: Game Of Thrones fans: 'Worst ending ever!' 
Mass Effect fans: https://t.co/ioHwquP1Np"""
souaraqueteads,1183,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
__newambition,93,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
XCookie_BabeX,65,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
Bea_atienza11,19,NONE,"""RT @Alicescndacc: Me watching Arya's final scene #GameofThrones #AryaStark https://t.co/Q14Z7hxnBJ"""
WhadupLis,290,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
carlajimenezr,291,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
_KathrynRose_,796,NONE,"""RT @BuhariSama: the last words ever spoken on game of thrones were
the queen in the north.

#GameofThrones https://t.co/31D9QthvW7"""
AndreaaGetRekt,481,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
olivetohateyou,63,NONE,"""Bran: why do you think I came all the way here?
Me: because someone pushed you?"""
IIDaenerys,1843,NONE,"""this week on HBO:
daenerys deserved better #gameofthrones
anne lister deserved better #gentlemanjack"""
ExplosionOrgan,2,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
blog_ale,180,NONE,"""Marquei como visto Game of Thrones - 8x6 - The Iron Throne https://t.co/nJBcHY1pEe #bancodeseries"""
annwasko,727,NEU,"""Dobre :) Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/xjcYpRNwTJ"""
laianav,106,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
dennytoomany,207,NONE,"""Bran wrote this..."""
ASOM233334,99,NONE,"""@De11eDonne @sportsiren @RealSportsHBO @HBO Chicago missing you"""
Sorrydoiknowyou,568,NONE,"""*tch nigga you thought shit gone have open ended discussions fornthe next few weeks discussing every episode"""
Moyooxo,544,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Spaniard_Kev,296,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
Kaz5656,123,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
BrendanTrinidad,765,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
gahlautdhruv,398,NONE,"""This 'Game of Thrones' meme is brilliant and should be studied in any film class https://t.co/7AvoPjfKh5"""
lizzimaeluna,62,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
blake_moat,439,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Mammon_Inficius,152,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
HoundNxMore,445,NONE,"""I honestly doubt anyone would give a fuck if you stopped cleaning."""
mackymarz,203,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
amemstf,351,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
LevantEmpress,213,P,"""RT @kateleth: Now that Game of Thrones is done you should watch Killing Eve which is both actually gay and actually good"""
funkofinder,319,NONE,"""Funko Pop Sansa Stark Games Of Thrones Got Hbo Tv https://t.co/zaB0l2Rl9D"""
Konfyoozed,367,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
madihasson,97,NONE,"""RT @Lesdoggg: HOLY FUCK!!! I DID NOT SEE THAT COMING YO!!  @GameOfThrones @HBO #HERECOMEDEMSPOILERSBITCHES https://t.co/QnZsHhWYsF"""
Lilkey237,64,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
funkofinder,319,NONE,"""Game of Thrones B&amp;N Exclusive 03 Daenerys Targaryen with Gold Dragon Funko Pop! https://t.co/4LcblV8460"""
pablxx_,813,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
maslinrose,57,NONE,"""RT @mxmtoon: me sleeping peacefully having never watched game of thrones or subscribing to beauty youtubers https://t.co/Gh8p9AbcMq"""
FayoAdenuga_,334,NONE,"""RT @blicktargaryen: Prequels landing soon, we running it back https://t.co/mdE07yHLEK"""
evaayeen,1191,NONE,"""RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI"""
beefcliterature,805,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
ashleystarzyk,483,NONE,"""This is actually great... and way less predictable than the actual finale"""
KirstFynn,855,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
LuisLicea,162,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
angelareyes_,161,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
ItsLewii,371,NONE,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
paulvanderlei8,59,NONE,"""HBO: Remake Game of Thrones Season 8 with competent writers. - Sign the Petition! https://t.co/OBhUHpUrbj via @Change"""
irbhojani,144,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
meg_jadee,388,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Doriane_Baril,159,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
MarianMachuca97,389,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
alanmching,51,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
justliving5h,1523,NONE,"""RT @favsscenes: Game of Thrones, 2011 https://t.co/QC6Z4ze7sG"""
chrismcentee,753,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
SumtingYouRhyme,69,NONE,"""RT @1Lukewarm_: Tyrion and Bran in charge? Looks like Kingslanding due to host the next Paralympics"""
RomanHeinrich,256,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
Abhisek_Datta,158,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
lydiastonex1,71,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
opulent_usa,7063,NONE,"""https://t.co/raSegClvIa George RR Martin (sort of) reveals whether the end of his 'Game of Thrones' book will mat... https://t.co/z1x00c0oKq"""
floxxpolimon,689,P,"""RT @ireneb612: game of thrones as disney (a thread) https://t.co/pUW9GAroNU"""
mspaintart,50,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
mayamcantu,323,NONE,"""AOC: ""We need to get some feminist analysis up in HBO."""""
mcoralys_,133,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Widad_ZE,1195,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
ahmedh99_,173,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ohgoditsranor,585,N,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
cakazy,42,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
chloe_bnyr,144,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
TeenWolf74,1817,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
scrltwitchh,251,N+,"""RT @ailejandra18: Daenerys being carried away by Drogon https://t.co/uQkjcyEMWf"""
blackliongamers,18,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
AlyssaNicole_21,429,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
bolu_ay,5040,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
barbiepevches,833,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
loonarmybebes,252,NONE,"""sansa in winterfell while daenerys and her army are attacking kings landing"""
jess_keighleyx,1055,NONE,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
Diegoj9638,230,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
maya_plr,205,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
Gamer_Girl_149,485,NONE,"""Tyrion Lannister (GoT) https://t.co/eRr2rqu6JF"""
CHACHA_GKST,149,NONE,"""RT @Beavs: Graphic designer.... https://t.co/IsV89t64te"""
ayeharmony,18085,N,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
_KyleTaylor3,885,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
sndramendezz,393,NONE,"""RT @starksluts: Sansa Stark, First Of Her Name, Queen In The North. Long May She Reign. https://t.co/uLqXHKUZxy"""
abbykaitlinxx,837,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
becky_wtghair,728,N,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
seb3445,21,NONE,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
MoAdey_x,644,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
BernardShure,1174,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
HannahBear1110,14,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
_EmmaDS,407,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
fauziagacal,1110,NONE,"""Most of gave much hype to the season finale of Game Of Thrones...but it was below expectations...Bye"""
Neenazhar,502,N+,"""RT @antizyrus: This shot of Drogon behind Dany #GOT https://t.co/bAol0dwOZ8"""
punktumaca,638,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
ploufai,1917,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
kenza_sbn,859,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
T_Water20,823,N+,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
